No;Group;Generic name;Canonical_Smiles;PubChem ID;PubMed ID
C_381;Control;compound 35;C1CC(CCC1NC2=NC3=C(C=C(C=C3)C(=O)NC4(CC4)C5=CC=CC=C5)N6C2=NC=C6)O;72164440;23916259
C_382;Control;compound 3a ;CC1=NN(C(=C1C2=CC(=C(C=C2)Cl)Cl)N)C(=O)C;134611886;PubChem Bioassay
C_383;Control;compound 74;C1=CC(=C(C=C1Cl)Cl)C2=C(SC(=N2)C3=NC(=NC=C3)N)C(=O)N;76072859;24793884
C_384;Control;Compound 77;COC1=CC(=C(C=C1)C2=C(SC(=N2)C3=NC(=NC=C3)N)C(=O)N)Cl;90643548;24793884
C_385;Control;Compound C;C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3;11524144;28608766
C_386;Control;compound R-16;CC1(CC(C(=O)NC2=C1C=CC(=C2)NC3=NC=C(C(=N3)NC4=C(C=CC=C4F)C(=O)NC)Cl)NC(=O)N5CCCC5)C;56597775;21967808
C_387;Control;dipyridamole;C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO;3108;PubChem Bioassay
C_388;Control;DLK-IN-1;CC(C)N1C(=CC(=N1)C2=CC(=C(N=C2)N)OC(F)(F)F)C3C4C3CN(C4)C5COC5;90292823;28929759
C_389;Control;CHEMBL1271587;C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CN=C(C=C5)N)N=C3;52941630;20932747
C_390;Control;D-Luciferin;C1C(N=C(S1)C2=NC3=C(S2)C=C(C=C3)O)C(=O)O;92934;25768698
C_391;Control;D-Luciferin,6'-Methyl Ether;COC(=O)C1CSC(=N1)C2=NC3=C(S2)C=C(C=C3)O;135424806;25768698
C_392;Control;DMAT;CN(C)C1=NC2=C(N1)C(=C(C(=C2Br)Br)Br)Br;5326976;15566294
C_393;Control;DMH 4;C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=CC=C5)N=C3;5329447;20932747
C_394;Control;DMSO;CS(=O)C;679;26975545
C_395;Control;Doramapimod;CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5;156422;15711537
C_396;Control;Doxorubicine;CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O;31703;30351976
C_397;Control;D-Quinolylluciferin;C1C(N=C(S1)C2=NC3=C(C=C2)C=C(C=C3)O)C(=O)O;129704;25768698
C_398;Control;DS79182026;CC1=C(C(=NN1)C2=CC=CC=N2)C3=CC4=C(C=C3)C(=NO4)NC(=O)OC;132585245;28705644
C_399;Control;DTT;C(C(C(CS)O)O)S;446094;22732400
C_400;Control;CHEMBL1271588;COC1=C(C=C(C=C1)C2=C3N=CC(=CN3N=C2)C4=CC=C(C=C4)OCCN5CCOCC5)OC;52949431;20932747
C_401;Control;Erlotinib;COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC;176870;15711537
C_402;Control;Evorolimus;CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC;46930999;24534455
C_403;Control;FH535;CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl;3463933;28035400
C_404;Control;Fibronil;C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F;3352;27103584
C_405;Control;Gefitinib;COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4;123631;15711537
C_406;Control;GI261520A;COC1=CC2=C(C=C1)N=CN=C2NC3=CC=C(C=C3)OCC4=CC=CC=C4;57398154;PubChem Bioassay
C_407;Control;glucose;C(C1C(C(C(C(O1)O)O)O)O)O;5793;PubChem Bioassay
C_408;Control;GNE-8505;C1CC1CN2C(=CC(=N2)C3=CC(=C(N=C3)N)C(F)(F)F)C4C5C4CN(C5)C6COC6;90292687;28929759
C_409;Control;CHEMBL1271641;C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC(=C(C=C5)O)O)N=C3;52944268;20932747
C_410;Control;GSH;C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N;124886;22732400
C_411;Control;GSK1007102B;CCN1C2=CC(=NC(=C2N=C1C3=NON=C3N)C#CC(C)(C)O)OC(CN)C4=CC=CC=C4;56604034;PubChem Bioassay
C_412;Control;GSK1023156A;C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)Br;25263083;PubChem Bioassay
C_413;Control;GSK1030058A;COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)OC)OCC4=CC=CC=C4C(F)(F)F)OC;25263110;PubChem Bioassay
C_414;Control;GSK1030059A;CC(=O)C1=C(C=C(S1)N2C=NC3=CC(=C(C=C32)OC)OC)OCC4=CC=CC=C4C(F)(F)F;25263114;PubChem Bioassay
C_415;Control;GSK1030061A;CNC(=O)C1=C(C=C(S1)N2C=NC3=CC(=C(C=C32)OC)OC)OCC4=CC=CC=C4C(F)(F)F;25263115;PubChem Bioassay
C_416;Control;GSK1030062A;CN(C)C(=O)C1=C(C=C(S1)N2C=NC3=CC(=C(C=C32)OC)OC)OCC4=CC=CC=C4C(F)(F)F;25263116;PubChem Bioassay
C_417;Control;GSK1173862A;CCCN1CCCC(C1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=C(C=CC(=C5)F)C(=O)N)OC;25218600;PubChem Bioassay
C_418;Control;GSK1173862A;CCCN1CCC(CC1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=C(C=CC(=C5)F)C(=O)N)OC;25218601;PubChem Bioassay
C_419;Control;GSK1220512A;CC(C)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=C(C=C(C=C5)F)C(=O)N)OC;25218614;PubChem Bioassay
C_420;Control;CHEMBL1271641;C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC(=O)NC=C5)N=C3;52944426;20932747
C_421;Control;GSK1220512A;CC(C)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=C(C=C(C=C5)F)C(=O)NCC(CO)O)OC;25218621;PubChem Bioassay
C_422;Control;GSK1511931A;CC(C)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=CC=CC6=C5C=CC=N6)OC;44581765;PubChem Bioassay
C_423;Control;GSK1713088A;CCCN1CCC(CC1)OC2=C(C=C(C(=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=C(C(=CC=C5)F)C(=O)N)OC)Cl;25218571;PubChem Bioassay
C_424;Control;GSK1751853A;CC(C)N1CCN(CC1)CC(=O)N2CCC3=CC(=C(C=C32)NC4=NC5=C(C=CN5)C(=N4)NC6=C(C(=CC=C6)F)C(=O)N)OC;25218584;PubChem Bioassay
C_425;Control;GSK180736A;CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)F)C(=O)NC3=CC4=C(C=C3)NN=C4;11233873;PubChem Bioassay
C_426;Control;GSK1819799A;CC(C)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=C(C(=CC=C5)F)C(=O)O)OC;44581245;PubChem Bioassay
C_427;Control;GSK182497A;CN(C)C(=O)OC1CC(NC1)C#CC2=CC3=C(S2)C(=NC=N3)NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl;11273032;PubChem Bioassay
C_428;Control;GSK192082A;CCNC(=O)OC1CC(NC1)C#CC2=CC3=C(S2)C(=NC=N3)NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl;11307581;PubChem Bioassay
C_429;Control;GSK200398A;C1COCCN1C(=O)OC2CC(NC2)C#CC3=CC4=C(S3)C(=NC=N4)NC5=CC6=C(C=C5)N(N=C6)CC7=CC=CC=C7;57391097;PubChem Bioassay
C_430;Control;GSK204925A;COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCCC4=CC=CC=C4)OC;25263099;PubChem Bioassay
C_431;Control;5Z-7-Oxozeaenol;CC1CC=CC(=O)C(C(CC=CC2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O;9863776;28038940
C_432;Control;CHEMBL1271642;C1=CC(=CC=C1NC2=NC=C(O2)C3=CC(=C(C=C3)O)O)S(=O)(=O)N;52941849;20932747
C_433;Control;GSK2110236A;CN(C)CC(=O)N1CCCC2=CC(=C(C=C21)NC3=NC4=C(C=CN4)C(=N3)NC5=C(SC=C5)C(=O)N)OC;25210971;PubChem Bioassay
C_434;Control;GSK2163632A;CC1(CCN(C2=CC(=C(C=C21)OC)NC3=NC4=C(C=CN4)C(=N3)NC5=C(SC=C5)C(=O)N)C(=O)CN(C)C)C;25210972;PubChem Bioassay
C_435;Control;GSK2213727A;CC1=CC(=C(C=C1NC(=O)CN(C)C)NC2=NC3=C(C=CN3)C(=N2)NC4=C(C(=CC=C4)F)C(=O)N)OC;25211574;PubChem Bioassay
C_436;Control;GSK2219385A;CC1=CC(=C(C=C1N(C)C(=O)CN(C)C)NC2=NC3=C(C=CN3)C(=N2)NC4=C(C(=CC=C4)F)C(=O)N)OC;25218573;PubChem Bioassay
C_437;Control;GSK2220400A;CNC(=O)C1=C(C=CC=N1)NC2=NC(=NC3=C2C=CN3)NC4=C(C=C5CCCN(C5=C4)C(=O)CN(C)C)OC;53239988;PubChem Bioassay
C_438;Control;GSK237700A;CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N;25263117;PubChem Bioassay
C_439;Control;GSK237701A;CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N;11957417;PubChem Bioassay
C_440;Control;GSK238063A;CN(C)C(=O)OC1CC(NC1)C#CC2=CC3=C(S2)C(=NC=N3)NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl;25263274;PubChem Bioassay
C_441;Control;GSK238583A;C1COCCN1C(=O)OC2CC(NC2)C#CC3=CC4=C(S3)C(=NC=N4)NC5=CC=C(C=C5)CC6=CC=CC=C6;56603973;PubChem Bioassay
C_442;Control;GSK248233A;CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)N(C)C;16099859;PubChem Bioassay
C_443;Control;CHEMBL1271692;C1=CC(=CC=C1NC2=NC=C(O2)C3=CNC(=O)C=C3)S(=O)(=O)N;52947964;20932747
C_444;Control;GSK2578215A;C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4;68107965;22863203
C_445;Control;GSK259178A;C1COCCN1C(=O)OC2CC(NC2)C#CC3=CC4=C(S3)C(=NC=N4)NC5=CC6=C(C=C5)N(C=C6)CC7=C(C=CC(=C7)F)F;56604049;PubChem Bioassay
C_446;Control;GSK269962B;CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6;57398146;PubChem Bioassay
C_447;Control;GSK270822A;CC1=C(C(CC(=O)N1)C2=CC3=CC=CC=C3C=C2)C(=O)NC4=CC5=C(C=C4)NN=C5;11269477;PubChem Bioassay
C_448;Control;GSK299115A;CC1=C(C(CC(=O)N1)C2=CC(=C(C=C2)Cl)Cl)C(=O)NC3=CC4=C(C=C3)NN=C4;11247002;PubChem Bioassay
C_449;Control;GSK312948A;COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CS4)OC;25263103;PubChem Bioassay
C_450;Control;GSK317314A;CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC)C(=O)N;25263118;PubChem Bioassay
C_451;Control;GSK317315A;CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC)C(=O)N;25263119;PubChem Bioassay
C_452;Control;GSK317354A;CC1=C(C(N=C(N1)C2=CN=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)F)C(=O)NC4=CC5=C(C=C4)NN=C5;11569498;PubChem Bioassay
C_453;Control;GSK326090A;CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OCC5CCN(CC5)C)C(=O)N;25263123;PubChem Bioassay
C_454;Control;CHEMBL1272246;C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)Br)N=C3;52944688;20932747
C_455;Control;GSK466317A;CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=CC4=C(C(=C3)Cl)NN=C4;11751266;PubChem Bioassay
C_456;Control;GSK554170A;CCN1C2=C(C(=NC=C2OCC3CCNCC3)C#CC(C)(C)O)N=C1C4=NON=C4N;56603995;PubChem Bioassay
C_457;Control;GSK561866B;CCN1C2=C(C(=NC=C2OCCCN)C#CCN)N=C1C3=NON=C3N;56604005;PubChem Bioassay
C_458;Control;GSK561866B;CCN1C2=C(C(=NC=C2OC3CCNCC3)C#CC(C)(C)O)N=C1C4=NON=C4N;56604013;PubChem Bioassay
C_459;Control;GSK571989A;CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OCC5CCN(CC5)C)C(=O)N;25263124;PubChem Bioassay
C_460;Control;GSK579289A;CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC5CCN(CC5)C)C(=O)N;16051023;PubChem Bioassay
C_461;Control;GSK586581A;CS(=O)(=O)NC1=CC=C(C=C1)C2=C(C(=CC(=C2)C3=CC=CC=C3)C(=O)N)N;16048194;PubChem Bioassay
C_462;Control;GSK605714A;COC1=C(C=C(C=C1)C2=CC=NC=C2)C(=O)N;25190924;PubChem Bioassay
C_463;Control;GSK614526A;CCN1C2=C(C(=NC=C2OCC3CCCN3)C#CC(C)(C)O)N=C1C4=NON=C4N;56603966;PubChem Bioassay
C_464;Control;GSK620503A;C1=CC(=CC=C1C2=CC(=C(C(=C2)C(=O)N)N)C3=CC=NC=C3)F;16048303;PubChem Bioassay
C_465;Control;CHEMBL13868;C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=C(C=C4)OC5=CC=CC=C5)C6=CC=C(C=C6)F;15872400;PubChem Bioassay
C_466;Control;GSK625137A;C1=CC=C(C=C1)C2=C(C(=CC(=C2)C3=CC=NC=C3)C(=O)N)N;16048415;PubChem Bioassay
C_467;Control;GSK635416A;CNC(=O)C1=CC(=CC(=C1N)C2=CC=C(C=C2)S(=O)(=O)N3CCCC3)C4=CC=C(C=C4)F;25190921;PubChem Bioassay
C_468;Control;GSK711701A;COC1=C(C=C(C=C1C(=O)N)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)S(=O)(=O)N;25190926;PubChem Bioassay
C_469;Control;GSK949675A;CCN1C2=CC(=NC(=C2N=C1C3=NON=C3N)C#CC(C)(C)O)OCCNC;57391875;PubChem Bioassay
C_470;Control;GSK953913A;C1=CC=C(C=C1)COC2=C(C=C3C=CN=CC3=C2)C4=CC=C(C=C4)S(=O)(=O)N;42618164;PubChem Bioassay
C_471;Control;GSK978744A;CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OCC(CO)O)C(=O)N;25263120;PubChem Bioassay
C_472;Control;GSK980961A;C1=CC=C(C=C1)COC2=C(C=C3C=CN=CC3=C2)C4=CC(=CC=C4)S(=O)(=O)N;42618163;PubChem Bioassay
C_473;Control;GSK994854A;CCCN1CCC=C(C1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=CC=CC=C5C(=O)N)C;25218593;PubChem Bioassay
C_474;Control;GW275616X;C1=CC=C2C(=C1)C(=C(N2)O)C=NC3=CC(=CC=C3)S(=O)(=O)N;135398493;PubChem Bioassay
C_475;Control;GW275944X;CC1=CC2=C(C=C1)NC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)N)O;3323623;PubChem Bioassay
C_476;Control;CHEMBL13972;C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=C(C=C4)C#N)C5=CC=C(C=C5)F;15872391;PubChem Bioassay
C_477;Control;GW276655X;C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)C4=CN=CO4)O)S(=O)(=O)N;135418490;PubChem Bioassay
C_478;Control;GW278681X;CS(=O)(=O)NC1=CC=C(C=C1)N=CC2=C(NC3=CC=CC=C32)O;135418262;PubChem Bioassay
C_479;Control;GW279320X;CC1=CC(=CC2=C1NC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)N)O)Cl;135434999;PubChem Bioassay
C_480;Control;GW280670X;C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)Cl)O)S(=O)(=O)N;135434965;PubChem Bioassay
C_481;Control;GW282449A;COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)N(N=C4)CC5=CC=CC=C5)OC;57398148;PubChem Bioassay
C_482;Control;GW282536X;CC1=C2C(=CC=C1)C(=C(N2)O)N=NC3=CC=C(C=C3)S(=O)(=O)N;135434997;PubChem Bioassay
C_483;Control;GW284372X;C1=CC=C(C=C1)COC2=CC=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)C5=CC=CO5;22609796;PubChem Bioassay
C_484;Control;GW290597X;C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)C(=O)NCCCN4C=CN=C4)O)S(=O)(=O)N;135434988;PubChem Bioassay
C_485;Control;GW296115X;COC1=CC2=C(C=C1)NC3=C4C(=C5C(=C23)C(=O)NC5=O)C6=C(N4)C=CC(=C6)OC;5482344;PubChem Bioassay
C_486;Control;GW297361X;C1=CC(=CC=C1N=CC2=C(NC3=C2C4=C(C=C3)N=CS4)O)S(=O)(=O)N;135421144;PubChem Bioassay
C_487;Control;CHEMBL14014;C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC(=CC=C4)F)C5=CC=C(C=C5)F;15872404;PubChem Bioassay
C_488;Control;GW300653X;CC(C)C1=CC2=C(C=C1)C(=C(N2)O)N=NC3=CC=C(C=C3)S(=O)(=O)N;135434994;PubChem Bioassay
C_489;Control;GW300657X;C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)C(=O)NCC4=CC=NC=C4)O)S(=O)(=O)N;135434989;PubChem Bioassay
C_490;Control;GW300660X;C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)C(=O)NCCC4=CN=CN4)O)S(=O)(=O)N;135434987;PubChem Bioassay
C_491;Control;GW301784X;CC(C)(CNC(=O)C1=CC2=C(C=C1)NC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)N)O)CO;135434990;PubChem Bioassay
C_492;Control;GW301789X;C1=CC=C2C(=C1)C(=C(N2)O)C=NC3=CC=C(C=C3)N4C=NC=N4;135506564;PubChem Bioassay
C_493;Control;GW301888X;CN(C)C1=NC=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)N=C(N4)CC5=CC=CC=C5;22727427;PubChem Bioassay
C_494;Control;GW305074X;C1=CC2=C(C=C1I)C(=CC3=CC(=C(C(=C3)Br)O)Br)C(=O)N2;5034;PubChem Bioassay
C_495;Control;GW305178X;C1=CNC2=CC=C3C(=C(C(=O)N3)N=NC4=CC=C(C=C4)S(=O)(=O)N)C2=C1;135435007;PubChem Bioassay
C_496;Control;GW335962X;CC(=NC1=CC=C(C=C1)S(=O)(=O)N)C2=C(NC3=CC=CC=C32)O;135421134;PubChem Bioassay
C_497;Control;GW352430A;C1=CC(=C2C(=C1)NC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)N)O)CCC4=CC=NC=C4;136126596;PubChem Bioassay
C_498;Control;CHEMBL175321;C1CC(=C2C3=CC=CC=C3NC2=O)C4=C1C=C(C=C4)O;44386338;PubChem Bioassay
C_499;Control;GW396574X;CC(=CC1=C2C(=CC=C1)NC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)N)O)C;135409809;PubChem Bioassay
C_500;Control;GW406108X;C1=COC(=C1)C(=O)C2=CC3=C(C=C2)NC(=O)C3=CC4=CC(=C(C(=C4)Cl)O)Cl;53239978;PubChem Bioassay
C_501;Control;GW406731X;CC1=CC(=CC(=C1C=CC2=CC(=CN=C2)C(=O)OC)C)O;44418532;PubChem Bioassay
C_502;Control;GW407323A;C1=CC2=C(C=C1C3=CSC(=N3)N)C(=CC4=CC(=C(C(=C4)Br)O)Br)C(=O)N2;56681565;PubChem Bioassay
C_503;Control;GW410563A;CC1=C(C=C(C=C1)NC2=NC=NC3=CC(=C(C=C32)OC)OC)O;21701565;PubChem Bioassay
C_504;Control;GW416469X;CN(C)C1=CC2=C(C=C1)NC(=C2C=NC3=CC=C(C=C3)S(=O)(=O)N)O;135421139;PubChem Bioassay
C_505;Control;GW416981X;CC(C)COC(=O)C1=CC2=C(C=C1)NC(=C2C=NC3=CC=C(C=C3)S(=O)(=O)N)O;135421141;PubChem Bioassay
C_506;Control;GW427984X;CC1=CC(=CC(=C1C=CC2=CC(=CN=C2)C(=O)N(C)C)C)O;44418533;PubChem Bioassay
C_507;Control;GW429374A;C1=CC(=CN=C1)C2=CC3=C(C=C2)NC(=O)C3=CC4=CC(=C(C(=C4)Br)O)Br;56667992;PubChem Bioassay
C_508;Control;GW439255X;CC1=CC(=CC(=C1C=CC2=CC(=CN=C2)C(=O)OC(C)(C)C)C)O;44418545;PubChem Bioassay
C_509;Control;CHEMBL1767254;C1=CC=C2C(=C1)C(=CS2)CC(=O)NC3=C(C=CS3)C(=O)N;46926788;21458276
C_510;Control;GW441756X;CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O;16219401;PubChem Bioassay
C_511;Control;GW441806A;CC1=CC(=CC(=C1C=CC2=CC(=CN=C2)C3=NNN=N3)C)O;57400542;PubChem Bioassay
C_512;Control;GW445015X;CC1=CC=CC=C1C=CC2=CC(=CN=C2)C(=O)NC;44418555;PubChem Bioassay
C_513;Control;GW445017X;CNC(=O)C1=CN=CC(=C1)C=CC2=CC=CC=C2Cl;44418556;PubChem Bioassay
C_514;Control;GW450241X;CCC1=C(C(=CC=C1)CC)C=CC2=CC(=CN=C2)C(=O)NC;44418546;PubChem Bioassay
C_515;Control;GW458344A;CC1=CC(=CC(=C1C=CC2=CC(=CN=C2)C3=NNN=N3)C)C4=CC=CO4;57398867;PubChem Bioassay
C_516;Control;GW458787A;CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)OCC5=CC=CC=C5;57398151;PubChem Bioassay
C_517;Control;GW459057A;CC1=CC(=CC(=C1C=CC2=CC(=CN=C2)C3=NNN=N3)C)C4=CC=CC=N4;57398866;PubChem Bioassay
C_518;Control;GW461104A;CS(=O)(=O)CCNCC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)Cl;57390087;PubChem Bioassay
C_519;Control;GW461104A;CN(C1=CC=C(C=C1)NC(=O)NCCN2CCOCC2)C3=NC(=NC=C3)NC4=CC=C(C=C4)CS(=O)(=O)C;57391091;PubChem Bioassay
C_520;Control;CHEMBL176857;COC1=CC=CC=C1C2=C(C(=CC(=C2)C=C3C4=C(NC3=O)N=CC(=C4)Br)Br)O;9827373;PubChem Bioassay
C_521;Control;GW461104A;CN1CCN(CC1)CCCNC2=NC3=C(N2)C=C(C=C3)OC4=CC=C(C=C4)NC(=O)NC5=C(C=CC(=C5)C(F)(F)F)F;57391092;PubChem Bioassay
C_522;Control;GW549034X;CCN1C2=CC=CC=C2N=C1C3=NON=C3N;599038;PubChem Bioassay
C_523;Control;GW549390X;C1=CC=C(C=C1)C2=CN=C(O2)NC3=CC=CC=C3;5329404;PubChem Bioassay
C_524;Control;GW559768X;CC1=C(C=C(C=C1)O)NC2=C3C=C(C=CC3=NC=C2)S(=O)(=O)C;9927432;PubChem Bioassay
C_525;Control;GW561436X;C1CC1NC2=NC=CC(=N2)C3=C4C=CC(=CN4N=C3C5=CC=C(C=C5)F)C#N;10133732;PubChem Bioassay
C_526;Control;GW566221A;CS(=O)(=O)CCNCC1=COC(=C1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)OCC5=CC=CC=C5;57394601;PubChem Bioassay
C_527;Control;GW567808A;CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)OCC5=CC(=CC=C5)C(F)(F)F;57391093;PubChem Bioassay
C_528;Control;GW568326X;C1=CC(=CC=C1C2=NN3C=C(C=CC3=C2C4=NC(=NC=C4)N)C(F)(F)F)F;9947709;PubChem Bioassay
C_529;Control;GW568377A;CS(=O)(=O)CCNCC1=C(OC=C1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)OCC5=CC=CC=C5;57398152;PubChem Bioassay
C_530;Control;GW569293E;C1=CC(=CC=C1C2=NN3C=C(C=CC3=C2C4=NC(=NC=C4)NCCCO)C(F)(F)F)F;56604000;PubChem Bioassay
C_531;Control;CHEMBL1785002;C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=CC=C4CC(=O)N)C5=CC=C(C=C5)F;53239985;PubChem Bioassay
C_532;Control;GW572401X;CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)OC)NC2=NC=C(O2)C3=CC=CC=C3;5329855;PubChem Bioassay
C_533;Control;GW572738X;C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC=C3F)C#N;766948;PubChem Bioassay
C_534;Control;GW574782A;CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC=CC=C5)C(F)(F)F;57394602;PubChem Bioassay
C_535;Control;GW574783B;CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC=CC=C5)Cl;44532523;PubChem Bioassay
C_536;Control;GW575533A;COC1=C(C=C(C=C1)NC2=NC=C(O2)C3=CC=CC=C3)OC;11244488;PubChem Bioassay
C_537;Control;GW575808A;CC1=C(C=C(C=C1)NC2=NC(=NC=C2)NC3=CC=CC(=C3)C(=O)N)O;57392873;PubChem Bioassay
C_538;Control;GW576609A;C1CS(=O)CCN1CC2=CC=C(O2)C3=CC4=C(C=C3)N=CN=C4NC5=CC(=C(C=C5)OCC6=CC(=CC=C6)F)Cl;56603975;PubChem Bioassay
C_539;Control;GW576924A;C1CS(=O)CCN1CC2=CC=C(O2)C3=CC4=C(C=C3)N=CN=C4NC5=CC(=C(C=C5)OCC6=CC=CC=C6)F;57399800;PubChem Bioassay
C_540;Control;GW577921A;COC1=CC=CC=C1NC2=NC=C(O2)C3=CC=CC=C3;11231939;PubChem Bioassay
C_541;Control;GW578748X;COC1=C(C=CC(=C1)C=NNC2=NC=NC3=C2C=NN3)O;135778713;PubChem Bioassay
